protein_a	protein_b	combined_score
IL17A	IL2RB	0.638
IL17A	IL2RG	0.458
IL17A	IL3	0.757
IL17A	IL33	0.852
IL17A	IL3RA	0.436
IL17A	IL4	0.959
IL17A	IL4R	0.724
IL17A	IL5	0.939
IL17A	IL6	0.98
IL17A	IL6R	0.63
IL17A	IL7	0.833
IL17A	IL7R	0.813
IL17A	IL9	0.896
IL17A	IRF4	0.648
IL17A	IRF8	0.44
IL17A	ITGA4	0.506
IL17A	ITGAE	0.713
IL17A	ITGAL	0.473
IL17A	ITGAM	0.783
IL17A	ITGAX	0.867
IL17A	ITGB2	0.454
IL17A	KLRB1	0.699
IL17A	KLRG1	0.549
IL17A	KLRK1	0.578
IL17A	LAG3	0.597
IL17A	LCK	0.483
IL17A	LOC102723996	0.536
IL17A	LTA	0.732
IL17A	MBP	0.548
IL17A	MMP9	0.814
IL17A	MOG	0.856
IL17A	MPO	0.674
IL17A	MRC1	0.576
IL17A	MTOR	0.506
IL17A	MYD88	0.824
IL17A	NCAM1	0.616
IL17A	NFE2L2	0.418
IL17A	NFKB1	0.791
IL17A	NLRP3	0.612
IL17A	NOS2	0.542
IL17A	OCLN	0.541
IL17A	PDCD1	0.728
IL17A	PDCD1LG2	0.56
IL17A	PECAM1	0.506
IL17A	PRDM1	0.48
IL17A	PRF1	0.714
IL17A	PTGS2	0.642
IL17A	PTPRC	0.782
IL17A	PXDNL	0.616
IL17A	RORC	0.933
IL17A	S1PR1	0.44
IL17A	SCARB1	0.438
IL17A	SDC1	0.486
IL17A	SELE	0.577
IL17A	SELL	0.744
IL17A	SELP	0.534
IL17A	STAT1	0.819
IL17A	STAT3	0.944
IL17A	STAT4	0.779
IL17A	STAT6	0.877
IL17A	TBX21	0.937
IL17A	TGFB1	0.903
IL17A	THY1	0.574
IL17A	TJP1	0.505
IL17A	TLR2	0.766
IL17A	TLR4	0.867
IL17A	TLR7	0.685
IL17A	TLR9	0.669
IL17A	TNF	0.958
IL17A	TNFRSF18	0.615
IL17A	TNFRSF1A	0.826
IL17A	TNFRSF1B	0.65
IL17A	TNFRSF4	0.607
IL17A	TNFRSF9	0.679
IL17A	TNFSF13B	0.661
IL17A	TNFSF4	0.555
IL17A	VCAM1	0.621
IL17F	IL18	0.578
IL17F	IL1A	0.792
IL17F	IL1B	0.899
IL17F	IL1R1	0.522
IL17F	IL2	0.754
IL17F	IL21	0.492
IL17F	IL21R	0.533
IL17F	IL22	0.971
IL17F	IL23A	0.921
IL17F	IL23R	0.924
IL17F	IL2RA	0.471
IL17F	IL3	0.546
IL17F	IL33	0.593
IL17F	IL4	0.766
IL17F	IL5	0.845
IL17F	IL6	0.934
IL17F	IL6R	0.46
IL17F	IL7	0.522
IL17F	IL7R	0.453
IL17F	IL9	0.754
IL17F	IRF4	0.574
IL17F	ITGAM	0.471
IL17F	ITGAX	0.458
IL17F	KLRB1	0.51
IL17F	LTA	0.662
IL17F	MMP9	0.607
IL17F	MOG	0.45
IL17F	MYD88	0.438
IL17F	NFKB1	0.409
IL17F	PRF1	0.403
IL17F	PTPRC	0.479
IL17F	RORC	0.878
IL17F	SELL	0.444
IL17F	STAT1	0.633
IL17F	STAT3	0.868
IL17F	STAT4	0.562
IL17F	STAT6	0.767
IL17F	TBX21	0.843
IL17F	TGFB1	0.801
IL17F	TLR2	0.463
IL17F	TLR4	0.434
IL17F	TLR7	0.411
IL17F	TNF	0.832
IL17F	TNFRSF1A	0.566
IL17F	TNFRSF1B	0.503
IL17F	TNFSF13B	0.428
IL18	IL1A	0.997
IL18	IL1B	0.99
IL18	IL1R1	0.965
IL18	IL2	0.815
IL18	IL21	0.519
IL18	IL21R	0.479
IL18	IL22	0.837
IL18	IL23A	0.473
IL18	IL23R	0.501
IL18	IL2RA	0.706
IL18	IL2RB	0.437
IL18	IL2RG	0.426
IL18	IL3	0.826
IL18	IL33	0.869
IL18	IL4	0.897
IL18	IL4R	0.478
IL18	IL5	0.786
IL18	IL6	0.97
IL18	IL6R	0.69
IL18	IL7	0.826
IL18	IL7R	0.51
IL18	IL9	0.666
IL18	IRF4	0.4
IL18	IRF8	0.416
IL18	ITGAE	0.509
IL18	ITGAM	0.632
IL18	ITGAX	0.596
IL18	ITGB2	0.428
IL18	KLRB1	0.525
IL18	KLRG1	0.449
IL18	KLRK1	0.651
IL18	LAG3	0.426
IL18	LTA	0.641
IL18	MMP9	0.615
IL18	MPO	0.583
IL18	MRC1	0.687
IL18	MTOR	0.489
IL18	MYD88	0.961
IL18	NCAM1	0.589
IL18	NFE2L2	0.474
IL18	NFKB1	0.979
IL18	NLRP3	0.946
IL18	NOS2	0.479
IL18	NTRK2	0.447
IL18	OCLN	0.46
IL18	PDCD1	0.471
IL18	PRF1	0.669
IL18	PTGS2	0.714
IL18	PTPRC	0.6
IL18	PXDNL	0.507
IL18	SCARB1	0.479
IL18	SELE	0.533
IL18	SELL	0.523
IL18	SELP	0.464
IL18	SIRT1	0.475
IL18	STAT1	0.607
IL18	STAT3	0.806
IL18	STAT4	0.791
IL18	STAT6	0.483
IL18	TBX21	0.649
IL18	TGFB1	0.628
IL18	TJP1	0.418
IL18	TLR2	0.847
IL18	TLR4	0.908
IL18	TLR7	0.685
IL18	TLR9	0.808
IL18	TNF	0.961
IL18	TNFRSF1A	0.603
IL18	TNFRSF1B	0.45
IL18	TNFRSF4	0.613
IL18	TNFRSF9	0.478
IL18	TNFSF13B	0.515
IL18	TNFSF4	0.436
IL18	TREM2	0.528
IL18	TXN	0.466
IL18	TYROBP	0.44
IL18	VCAM1	0.609
IL18	VWF	0.403
IL1A	IL1B	0.999
IL1A	IL1R1	0.999
IL1A	IL2	0.997
IL1A	IL21	0.405
IL1A	IL22	0.775
IL1A	IL23A	0.558
IL1A	IL23R	0.53
IL1A	IL2RA	0.615
IL1A	IL2RG	0.561
IL1A	IL3	0.994
IL1A	IL33	0.82
IL1A	IL4	0.995
IL1A	IL4R	0.688
IL1A	IL5	0.918
IL1A	IL6	0.989
IL1A	IL6R	0.823
IL1A	IL7	0.789
IL1A	IL7R	0.713
IL1A	IL9	0.77
IL1A	IRF4	0.427
IL1A	ITGAE	0.463
IL1A	ITGAL	0.45
IL1A	ITGAM	0.7
IL1A	ITGAX	0.621
IL1A	ITGB1	0.404
IL1A	ITGB2	0.552
IL1A	KLRK1	0.448
IL1A	LAG3	0.405
IL1A	LTA	0.779
IL1A	MMP9	0.734
IL1A	MOG	0.401
IL1A	MPO	0.715
IL1A	MRC1	0.596
IL1A	MTOR	0.507
IL1A	MYD88	0.997
IL1A	NCAM1	0.461
IL1A	NFE2L2	0.491
IL1A	NFKB1	0.946
IL1A	NLRP3	0.845
IL1A	NOS2	0.62
IL1A	OCLN	0.45
IL1A	PDCD1	0.419
IL1A	PDCD1LG2	0.674
IL1A	PECAM1	0.533
IL1A	PRF1	0.567
IL1A	PTGS2	0.823
IL1A	PTPRC	0.764
IL1A	PXDNL	0.606
IL1A	SCARB1	0.532
IL1A	SELE	0.722
IL1A	SELL	0.558
IL1A	SELP	0.622
IL1A	SIRT1	0.447
IL1A	SOD1	0.42
IL1A	SOD2	0.648
IL1A	STAT1	0.741
IL1A	STAT3	0.861
IL1A	STAT4	0.441
IL1A	STAT6	0.518
IL1A	TBX21	0.507
IL1A	TGFB1	0.764
IL1A	THY1	0.48
IL1A	TJP1	0.432
IL1A	TLR2	0.87
IL1A	TLR4	0.974
IL1A	TLR7	0.766
IL1A	TLR9	0.897
IL1A	TNF	0.994
IL1A	TNFRSF1A	0.934
IL1A	TNFRSF1B	0.77
IL1A	TNFRSF4	0.651
IL1A	TNFRSF9	0.458
IL1A	TNFSF13B	0.543
IL1A	TNFSF4	0.418
IL1A	TREM2	0.478
IL1A	TXN	0.402
IL1A	VCAM1	0.72
IL1A	VWF	0.507
IL1B	IL1R1	0.999
IL1B	IL2	0.999
IL1B	IL21	0.541
IL1B	IL21R	0.429
IL1B	IL22	0.846
IL1B	IL23A	0.658
IL1B	IL23R	0.751
IL1B	IL2RA	0.869
IL1B	IL2RG	0.608
IL1B	IL3	0.977
IL1B	IL33	0.89
IL1B	IL3RA	0.46
IL1B	IL4	0.998
IL1B	IL4R	0.746
IL1B	IL5	0.998
IL1B	IL6	0.996
IL1B	IL6R	0.975
IL1B	IL7	0.909
IL1B	IL7R	0.758
IL1B	IL9	0.916
IL1B	IRF4	0.591
IL1B	IRF8	0.559
IL1B	ITGA4	0.489
IL1B	ITGAE	0.597
IL1B	ITGAL	0.587
IL1B	ITGAM	0.853
IL1B	ITGAX	0.805
IL1B	ITGB1	0.544
IL1B	ITGB2	0.786
IL1B	KLRB1	0.531
IL1B	KLRG1	0.432
IL1B	KLRK1	0.542
IL1B	LAG3	0.488
IL1B	LCK	0.475
IL1B	LOC102723996	0.403
IL1B	LTA	0.86
IL1B	MBP	0.589
IL1B	MMP9	0.949
IL1B	MOG	0.574
IL1B	MPO	0.86
IL1B	MRC1	0.812
IL1B	MTOR	0.667
IL1B	MYD88	0.999
IL1B	NCAM1	0.592
IL1B	NFE2L2	0.749
IL1B	NFKB1	0.996
IL1B	NLRP3	0.997
IL1B	NOS2	0.803
IL1B	NOTCH1	0.48
IL1B	NQO1	0.626
IL1B	NTRK2	0.476
IL1B	OCLN	0.802
IL1B	PDCD1	0.551
IL1B	PDCD1LG2	0.582
IL1B	PDGFRA	0.624
IL1B	PECAM1	0.701
IL1B	PPARGC1A	0.613
IL1B	PRDM1	0.44
IL1B	PRF1	0.664
IL1B	PTGS2	0.974
IL1B	PTPRC	0.807
IL1B	PXDNL	0.812
IL1B	RORC	0.713
IL1B	SCARB1	0.714
IL1B	SDC1	0.47
IL1B	SELE	0.804
IL1B	SELL	0.714
IL1B	SELP	0.746
IL1B	SIRT1	0.719
IL1B	SLC2A1	0.486
IL1B	SOD1	0.645
IL1B	SOD2	0.806
IL1B	STAT1	0.846
IL1B	STAT3	0.938
IL1B	STAT4	0.577
IL1B	STAT6	0.694
IL1B	TBX21	0.782
IL1B	TFAM	0.414
IL1B	TGFB1	0.932
IL1B	THY1	0.597
IL1B	TJP1	0.712
IL1B	TLR2	0.969
IL1B	TLR4	0.986
IL1B	TLR7	0.865
IL1B	TLR9	0.975
IL1B	TNF	0.998
IL1B	TNFRSF13B	0.542
IL1B	TNFRSF18	0.427
IL1B	TNFRSF1A	0.997
IL1B	TNFRSF1B	0.914
IL1B	TNFRSF4	0.688
IL1B	TNFRSF9	0.483
IL1B	TNFSF13B	0.656
IL1B	TNFSF4	0.479
IL1B	TREM2	0.668
IL1B	TXN	0.685
IL1B	TYROBP	0.579
IL1B	VCAM1	0.83
IL1B	VWF	0.629
IL1R1	IL2	0.749
IL1R1	IL21R	0.501
IL1R1	IL22	0.607
IL1R1	IL23A	0.435
IL1R1	IL23R	0.62
IL1R1	IL2RA	0.76
IL1R1	IL2RB	0.558
IL1R1	IL2RG	0.544
IL1R1	IL3	0.622
IL1R1	IL33	0.99
IL1R1	IL4	0.804
IL1R1	IL4R	0.699
IL1R1	IL5	0.803
IL1R1	IL6	0.997
IL1R1	IL6R	0.834
IL1R1	IL7	0.695
IL1R1	IL7R	0.69
IL1R1	IL9	0.528
IL1R1	IRF4	0.454
IL1R1	ITGAM	0.589
IL1R1	ITGAX	0.54
IL1R1	LTA	0.446
IL1R1	MMP9	0.492
IL1R1	MRC1	0.444
IL1R1	MYD88	0.999
IL1R1	NFKB1	0.817
IL1R1	NLRP3	0.806
IL1R1	PTGS2	0.569
IL1R1	PTPRC	0.51
IL1R1	RORC	0.53
IL1R1	SDC1	0.428
IL1R1	SELE	0.406
IL1R1	SOD1	0.495
IL1R1	STAT1	0.567
IL1R1	STAT3	0.807
IL1R1	STAT6	0.441
IL1R1	TBX21	0.486
IL1R1	TGFB1	0.514
IL1R1	TLR2	0.867
IL1R1	TLR4	0.944
IL1R1	TLR7	0.762
IL1R1	TLR9	0.801
IL1R1	TNF	0.996
IL1R1	TNFRSF1A	0.921
IL1R1	TNFRSF1B	0.703
IL1R1	TNFSF13B	0.439
IL1R1	VCAM1	0.452
IL2	IL21	0.734
IL2	IL21R	0.939
IL2	IL22	0.86
IL2	IL23A	0.519
IL2	IL23R	0.901
IL2	IL2RA	0.999
IL2	IL2RB	0.999
IL2	IL2RG	0.999
IL2	IL3	0.998
IL2	IL33	0.825
IL2	IL3RA	0.898
IL2	IL4	0.999
IL2	IL4R	0.932
IL2	IL5	0.999
IL2	IL6	0.999
IL2	IL6R	0.9
IL2	IL7	0.997
IL2	IL7R	0.978
IL2	IL9	0.991
IL2	IRF4	0.821
IL2	ITGA4	0.621
IL2	ITGAE	0.665
IL2	ITGAL	0.594
IL2	ITGAM	0.721
IL2	ITGAX	0.729
IL2	ITGB2	0.53
IL2	KLRB1	0.615
IL2	KLRG1	0.711
IL2	KLRK1	0.847
IL2	LAG3	0.744
IL2	LCK	0.913
IL2	LOC102723996	0.716
IL2	LTA	0.795
IL2	MBP	0.57
IL2	MMP9	0.601
IL2	MOG	0.621
IL2	MPO	0.514
IL2	MRC1	0.517
IL2	MTOR	0.612
IL2	MYD88	0.714
IL2	NCAM1	0.856
IL2	NEFL	0.532
IL2	NFKB1	0.804
IL2	NLRP3	0.478
IL2	NOS2	0.53
IL2	PDCD1	0.85
IL2	PDCD1LG2	0.699
IL2	PDGFRA	0.733
IL2	PECAM1	0.532
IL2	PRDM1	0.616
IL2	PRF1	0.899
IL2	PTGS2	0.607
IL2	PTPRC	0.794
IL2	PXDNL	0.634
IL2	RORC	0.78
IL2	S1PR1	0.446
IL2	SDC1	0.488
IL2	SELE	0.579
IL2	SELL	0.82
IL2	SELP	0.53
IL2	SLC2A1	0.488
IL2	SPN	0.511
IL2	STAT1	0.797
IL2	STAT3	0.828
IL2	STAT4	0.766
IL2	STAT6	0.826
IL2	TBX21	0.868
IL2	TGFB1	0.763
IL2	THY1	0.625
IL2	TLR2	0.67
IL2	TLR4	0.731
IL2	TLR7	0.647
IL2	TLR9	0.777
IL2	TNF	0.957
IL2	TNFRSF18	0.823
IL2	TNFRSF1A	0.74
IL2	TNFRSF1B	0.528
IL2	TNFRSF4	0.74
IL2	TNFRSF9	0.788
IL2	TNFSF13B	0.595
IL2	TNFSF4	0.602
IL2	TYROBP	0.432
IL2	VCAM1	0.624
IL21	IL21R	0.999
IL21	IL22	0.683
IL21	IL23R	0.777
IL21	IL2RA	0.784
IL21	IL2RB	0.797
IL21	IL2RG	0.969
IL21	IL3RA	0.663
IL21	IL4	0.719
IL21	IL4R	0.835
IL21	IL5	0.56
IL21	IL6	0.646
IL21	IL6R	0.744
IL21	IL7	0.602
IL21	IL7R	0.736
IL21	IL9	0.583
IL21	IRF4	0.422
IL21	LOC102723996	0.47
IL21	MS4A1	0.497
IL21	NCAM1	0.463
IL21	PDCD1	0.517
IL21	PDGFRA	0.654
IL21	PRDM1	0.688
IL21	STAT1	0.781
IL21	STAT3	0.777
IL21	STAT4	0.72
IL21	TBX21	0.501
IL21	TNF	0.535
IL21	TNFRSF4	0.506
IL21	TNFSF13B	0.421
IL21R	IL22	0.823
IL21R	IL23A	0.747
IL21R	IL23R	0.604
IL21R	IL2RA	0.833
IL21R	IL2RB	0.574
IL21R	IL2RG	0.996
IL21R	IL3	0.786
IL21R	IL4	0.978
IL21R	IL4R	0.781
IL21R	IL5	0.763
IL21R	IL6	0.929
IL21R	IL6R	0.547
IL21R	IL7	0.955
IL21R	IL7R	0.674
IL21R	IL9	0.924
IL21R	IRF4	0.612
IL21R	ITGAX	0.405
IL21R	LAG3	0.613
IL21R	LCK	0.567
IL21R	LOC102723996	0.607
IL21R	PDCD1	0.642
IL21R	POU2AF1	0.45
IL21R	PRDM1	0.705
IL21R	PRF1	0.473
IL21R	PTPRC	0.533
IL21R	SDC1	0.421
IL21R	SELL	0.485
IL21R	STAT1	0.833
IL21R	STAT3	0.981
IL21R	STAT4	0.745
IL21R	STAT6	0.407
IL21R	TBX21	0.662
IL21R	TNF	0.459
IL21R	TNFRSF13B	0.511
IL21R	TNFRSF18	0.411
IL21R	TNFRSF4	0.617
IL21R	TNFRSF9	0.618
IL21R	TNFSF13B	0.467
IL22	IL23A	0.892
IL22	IL23R	0.947
IL22	IL2RA	0.822
IL22	IL2RB	0.831
IL22	IL2RG	0.837
IL22	IL3	0.631
IL22	IL33	0.735
IL22	IL3RA	0.755
IL22	IL4	0.851
IL22	IL4R	0.811
IL22	IL5	0.85
IL22	IL6	0.863
IL22	IL6R	0.81
IL22	IL7	0.695
IL22	IL7R	0.872
IL22	IL9	0.866
IL22	IRF4	0.558
IL22	ITGAE	0.637
IL22	ITGAM	0.606
IL22	ITGAX	0.729
IL22	KLRB1	0.621
IL22	KLRG1	0.456
IL22	KLRK1	0.474
IL22	LCK	0.487
IL22	LTA	0.619
IL22	MMP9	0.447
IL22	MOG	0.623
IL22	MPO	0.476
IL22	MYD88	0.582
IL22	NCAM1	0.507
IL22	NFKB1	0.484
IL22	NLRP3	0.473
IL22	OCLN	0.541
IL22	PDCD1	0.606
IL22	PDGFRA	0.679
IL22	PRF1	0.599
IL22	PTGS2	0.416
IL22	PTPRC	0.599
IL22	RORC	0.85
IL22	SELL	0.529
IL22	STAT1	0.757
IL22	STAT3	0.926
IL22	STAT4	0.541
IL22	STAT6	0.541
IL22	TBX21	0.774
IL22	TGFB1	0.597
IL22	THY1	0.617
IL22	TJP1	0.418
IL22	TLR2	0.606
IL22	TLR4	0.625
IL22	TLR7	0.53
IL22	TLR9	0.528
IL22	TNF	0.827
IL22	TNFRSF1A	0.571
IL22	TNFRSF4	0.46
IL22	TNFSF13B	0.507
IL22	TNFSF4	0.431
IL22	VCAM1	0.416
IL23A	IL23R	0.999
IL23A	IL2RA	0.71
IL23A	IL2RB	0.668
IL23A	IL2RG	0.7
IL23A	IL3RA	0.668
IL23A	IL4	0.732
IL23A	IL4R	0.783
IL23A	IL5	0.478
IL23A	IL6	0.858
IL23A	IL6R	0.776
IL23A	IL7R	0.748
IL23A	ITGAE	0.403
IL23A	ITGAM	0.493
IL23A	ITGAX	0.574
IL23A	MMP9	0.546
IL23A	MOG	0.649
IL23A	MYD88	0.416
IL23A	PDGFRA	0.65
IL23A	PTPRC	0.407
IL23A	RORC	0.623
IL23A	STAT1	0.43
IL23A	STAT3	0.75
IL23A	STAT4	0.803
IL23A	STAT6	0.645
IL23A	TBX21	0.684
IL23A	TGFB1	0.608
IL23A	TLR2	0.481
IL23A	TLR4	0.477
IL23A	TLR7	0.401
IL23A	TNF	0.664
IL23R	IL2RA	0.639
IL23R	IL3	0.731
IL23R	IL4	0.909
IL23R	IL4R	0.577
IL23R	IL5	0.801
IL23R	IL6	0.934
IL23R	IL6R	0.799
IL23R	IL7	0.806
IL23R	IL7R	0.694
IL23R	IL9	0.821
IL23R	IRF4	0.587
IL23R	IRF8	0.435
IL23R	ITGAE	0.44
IL23R	ITGAM	0.406
IL23R	ITGAX	0.432
IL23R	KLRB1	0.596
IL23R	MOG	0.668
IL23R	PDCD1LG2	0.449
IL23R	PRDM1	0.424
IL23R	PTPRC	0.434
IL23R	RORC	0.875
IL23R	S1PR1	0.564
IL23R	SELL	0.426
IL23R	STAT1	0.514
IL23R	STAT3	0.98
IL23R	STAT4	0.911
IL23R	STAT6	0.764
IL23R	TBX21	0.818
IL23R	TGFB1	0.587
IL23R	TLR2	0.429
IL23R	TLR4	0.437
IL23R	TLR9	0.578
IL23R	TNF	0.833
IL23R	TNFRSF1B	0.559
IL2RA	IL2RB	0.999
IL2RA	IL2RG	0.999
IL2RA	IL3	0.894
IL2RA	IL33	0.635
IL2RA	IL3RA	0.63
IL2RA	IL4	0.984
IL2RA	IL4R	0.751
IL2RA	IL5	0.912
IL2RA	IL6	0.953
IL2RA	IL6R	0.831
IL2RA	IL7	0.972
IL2RA	IL7R	0.914
IL2RA	IL9	0.905
IL2RA	IRF4	0.595
IL2RA	IRF8	0.453
IL2RA	ITGAE	0.488
IL2RA	ITGAL	0.417
IL2RA	ITGAM	0.495
IL2RA	ITGAX	0.486
IL2RA	KLRB1	0.449
IL2RA	KLRG1	0.557
IL2RA	KLRK1	0.472
IL2RA	LAG3	0.631
IL2RA	LCK	0.8
IL2RA	LOC102723996	0.408
IL2RA	LTA	0.542
IL2RA	MMP9	0.486
IL2RA	MS4A1	0.417
IL2RA	MTOR	0.463
IL2RA	MYD88	0.537
IL2RA	NCAM1	0.554
IL2RA	NFKB1	0.644
IL2RA	PDCD1	0.754
IL2RA	PRDM1	0.704
IL2RA	PRF1	0.733
IL2RA	PTPRC	0.677
IL2RA	RORC	0.475
IL2RA	SELL	0.65
IL2RA	STAT1	0.638
IL2RA	STAT3	0.659
IL2RA	STAT4	0.564
IL2RA	STAT6	0.408
IL2RA	TBX21	0.841
IL2RA	TGFB1	0.475
IL2RA	THY1	0.465
IL2RA	TLR4	0.404
IL2RA	TLR7	0.549
IL2RA	TNF	0.876
IL2RA	TNFRSF18	0.888
IL2RA	TNFRSF1A	0.763
IL2RA	TNFRSF1B	0.775
IL2RA	TNFRSF4	0.664
IL2RA	TNFRSF9	0.751
IL2RA	TNFSF13B	0.611
IL2RA	TNFSF4	0.449
IL2RA	VCAM1	0.595
IL2RB	IL2RG	0.999
IL2RB	IL3	0.743
IL2RB	IL3RA	0.585
IL2RB	IL4	0.916
IL2RB	IL4R	0.82
IL2RB	IL5	0.772
IL2RB	IL6	0.859
IL2RB	IL6R	0.628
IL2RB	IL7	0.941
IL2RB	IL7R	0.891
IL2RB	IL9	0.837
IL2RB	IRF4	0.469
IL2RB	ITGA4	0.471
IL2RB	ITGAE	0.568
IL2RB	ITGAL	0.615
IL2RB	ITGAM	0.609
IL2RB	ITGAX	0.577
IL2RB	ITGB2	0.443
IL2RB	KLRB1	0.613
IL2RB	KLRG1	0.718
IL2RB	KLRK1	0.714
IL2RB	LAG3	0.647
IL2RB	LCK	0.874
IL2RB	MS4A1	0.551
IL2RB	NCAM1	0.53
IL2RB	PDCD1	0.715
IL2RB	PRDM1	0.545
IL2RB	PRF1	0.913
IL2RB	PTPRC	0.706
IL2RB	S1PR1	0.42
IL2RB	S1PR5	0.413
IL2RB	SELL	0.802
IL2RB	SPN	0.517
IL2RB	STAT1	0.545
IL2RB	STAT3	0.871
IL2RB	STAT4	0.609
IL2RB	TBX21	0.813
IL2RB	TNF	0.54
IL2RB	TNFRSF18	0.577
IL2RB	TNFRSF1B	0.451
IL2RB	TNFRSF4	0.473
IL2RB	TNFRSF9	0.508
IL2RB	TNFSF13B	0.405
IL2RG	IL3	0.802
IL2RG	IL3RA	0.658
IL2RG	IL4	0.999
IL2RG	IL4R	0.999
IL2RG	IL5	0.849
IL2RG	IL6	0.832
IL2RG	IL6R	0.619
IL2RG	IL7	0.999
IL2RG	IL7R	0.999
IL2RG	IL9	0.998
IL2RG	IRF4	0.431
IL2RG	ITGAL	0.524
IL2RG	ITGAM	0.692
IL2RG	ITGAX	0.48
IL2RG	ITGB2	0.7
IL2RG	KLRG1	0.495
IL2RG	KLRK1	0.542
IL2RG	LAG3	0.425
IL2RG	LCK	0.755
IL2RG	NCAM1	0.454
IL2RG	PDCD1	0.42
IL2RG	PRF1	0.697
IL2RG	PTPRC	0.783
IL2RG	SELL	0.721
IL2RG	SPN	0.439
IL2RG	STAT1	0.82
IL2RG	STAT3	0.947
IL2RG	STAT4	0.69
IL2RG	STAT6	0.969
IL2RG	TBX21	0.559
IL2RG	TLR7	0.424
IL2RG	TNF	0.549
IL2RG	TNFRSF18	0.406
IL2RG	TNFRSF1A	0.496
IL2RG	TNFRSF4	0.449
IL2RG	TNFRSF9	0.468
IL3	IL33	0.6
IL3	IL3RA	0.999
IL3	IL4	0.981
IL3	IL4R	0.798
IL3	IL5	0.999
IL3	IL6	0.998
IL3	IL6R	0.778
IL3	IL7	0.988
IL3	IL7R	0.82
IL3	IL9	0.945
IL3	ITGAM	0.629
IL3	ITGAX	0.576
IL3	ITGB1	0.431
IL3	LCK	0.576
IL3	LTA	0.706
IL3	MMP9	0.4
IL3	MPO	0.418
IL3	NCAM1	0.471
IL3	NFKB1	0.412
IL3	PDGFRA	0.76
IL3	PECAM1	0.453
IL3	PTPRC	0.701
IL3	PXDNL	0.46
IL3	SCARB1	0.417
IL3	SELL	0.629
IL3	SPN	0.474
IL3	STAT1	0.639
IL3	STAT3	0.711
IL3	STAT6	0.487
IL3	TBX21	0.404
IL3	TGFB1	0.523
IL3	THY1	0.478
IL3	TLR2	0.416
IL3	TLR4	0.482
IL3	TLR7	0.4
IL3	TLR9	0.431
IL3	TNF	0.852
IL3	TNFSF4	0.571
IL3	VCAM1	0.479
IL33	IL3RA	0.554
IL33	IL4	0.908
IL33	IL4R	0.769
IL33	IL5	0.938
IL33	IL6	0.798
IL33	IL6R	0.606
IL33	IL7	0.693
IL33	IL7R	0.621
IL33	IL9	0.771
IL33	IRF4	0.447
IL33	ITGAE	0.541
IL33	ITGAM	0.604
IL33	ITGAX	0.598
IL33	KLRB1	0.448
IL33	KLRG1	0.637
IL33	LOC102723996	0.433
IL33	LTA	0.404
IL33	MMP9	0.485
IL33	MPO	0.43
IL33	MRC1	0.512
IL33	MYD88	0.954
IL33	NFKB1	0.679
IL33	NLRP3	0.586
IL33	PDGFRA	0.581
IL33	PRF1	0.432
IL33	PTGS2	0.472
IL33	PTPRC	0.592
IL33	RORC	0.435
IL33	SELE	0.444
IL33	SELL	0.436
IL33	STAT1	0.542
IL33	STAT3	0.569
IL33	STAT6	0.609
IL33	TBX21	0.608
IL33	TGFB1	0.583
IL33	THY1	0.466
IL33	TLR2	0.814
IL33	TLR4	0.843
IL33	TLR7	0.562
IL33	TLR9	0.658
IL33	TNF	0.77
IL33	TNFRSF1A	0.403
IL33	TNFRSF4	0.431
IL33	TNFRSF9	0.504
IL33	TNFSF13B	0.502
IL33	TNFSF4	0.6
IL33	VCAM1	0.502
IL3RA	IL4	0.839
IL3RA	IL5	0.937
IL3RA	IL6	0.889
IL3RA	IL7	0.788
IL3RA	IL7R	0.655
IL3RA	IL9	0.742
IL3RA	IRF4	0.574
IL3RA	IRF8	0.476
IL3RA	ITGAE	0.584
IL3RA	ITGAM	0.752
IL3RA	ITGAX	0.878
IL3RA	KLRB1	0.533
IL3RA	KLRK1	0.445
IL3RA	MPO	0.584
IL3RA	MS4A1	0.563
IL3RA	MYD88	0.54
IL3RA	NCAM1	0.872
IL3RA	PDCD1	0.411
IL3RA	PRF1	0.434
IL3RA	PTPRC	0.749
IL3RA	SCARB1	0.591
IL3RA	SDC1	0.446
IL3RA	SELL	0.484
IL3RA	SPN	0.488
IL3RA	TBX21	0.403
IL3RA	THY1	0.477
IL3RA	TLR2	0.416
IL3RA	TLR4	0.444
IL3RA	TLR7	0.604
IL3RA	TLR9	0.586
IL3RA	TNF	0.556
IL3RA	TNFRSF4	0.432
IL3RA	TNFRSF9	0.513
IL3RA	TNFSF4	0.552
IL4	IL4R	0.999
IL4	IL5	0.988
IL4	IL6	0.986
IL4	IL6R	0.905
IL4	IL7	0.998
IL4	IL7R	0.952
IL4	IL9	0.996
IL4	IRF4	0.807
IL4	IRF8	0.559
IL4	ITGA4	0.506
IL4	ITGAE	0.656
IL4	ITGAL	0.515
IL4	ITGAM	0.794
IL4	ITGAX	0.815
IL4	ITGB1	0.539
IL4	ITGB2	0.52
IL4	KLRB1	0.581
IL4	KLRG1	0.486
IL4	KLRK1	0.575
IL4	LAG3	0.585
IL4	LCK	0.669
IL4	LOC102723996	0.602
IL4	LTA	0.779
IL4	MBP	0.574
IL4	MMP9	0.687
IL4	MOG	0.747
IL4	MPO	0.601
IL4	MRC1	0.874
IL4	MTOR	0.744
IL4	MYD88	0.797
IL4	NCAM1	0.656
IL4	NEFL	0.514
