protein_a	protein_b	combined_score
ACHE	AKT1	0.495
ACHE	ALB	0.589
ACHE	APOE	0.769
ACHE	APP	0.937
ACHE	BACE1	0.831
ACHE	BCL2	0.465
ACHE	BDNF	0.672
ACHE	CALB1	0.565
ACHE	CASP3	0.53
ACHE	CDK5	0.451
ACHE	CHAT	0.933
ACHE	COMT	0.478
ACHE	CREB1	0.512
ACHE	CYCS	0.416
ACHE	DBH	0.513
ACHE	DLG4	0.481
ACHE	DRD2	0.427
ACHE	EGFR	0.506
ACHE	FOS	0.407
ACHE	GDNF	0.442
ACHE	GFAP	0.461
ACHE	GPX2	0.68
ACHE	GPX3	0.687
ACHE	GPX5	0.69
ACHE	GPX6	0.69
ACHE	GPX7	0.701
ACHE	GPX8	0.702
ACHE	GSK3B	0.517
ACHE	GSR	0.596
ACHE	HMOX1	0.465
ACHE	HSPA4	0.401
ACHE	HTT	0.415
ACHE	IFNG	0.423
ACHE	IL10	0.421
ACHE	IL1B	0.583
ACHE	IL6	0.555
ACHE	INS	0.528
ACHE	MAOA	0.761
ACHE	MAOB	0.91
ACHE	MAPT	0.817
ACHE	NFE2L2	0.405
ACHE	NGF	0.635
ACHE	NTRK2	0.437
ACHE	PPARG	0.4
ACHE	PSEN1	0.751
ACHE	PSEN2	0.489
ACHE	PTGS2	0.508
ACHE	PXDN	0.695
ACHE	PXDNL	0.695
ACHE	SLC18A2	0.402
ACHE	SLC6A3	0.447
ACHE	SNCA	0.541
ACHE	SYN1	0.434
ACHE	SYP	0.55
ACHE	TAC1	0.62
ACHE	TARDBP	0.406
ACHE	TH	0.639
ACHE	TNF	0.528
ACHE	XDH	0.739
ACSL4	FTH1	0.62
ACSL4	FTL	0.5
ACSL4	GAPDH	0.418
ACSL4	GPX4	0.834
ACSL4	HMOX1	0.418
ACSL4	HSPA5	0.401
ACSL4	HSPA9	0.482
ACSL4	KEAP1	0.411
ACSL4	MFN2	0.604
ACSL4	NCOA4	0.623
ACSL4	NFE2L2	0.645
ACSL4	NOX1	0.411
ACSL4	PPARA	0.585
ACSL4	PPARG	0.588
ACSL4	PRKN	0.472
ACSL4	PTGS2	0.54
ACSL4	RIPK3	0.429
ACSL4	SCARB2	0.602
ACSL4	SLC11A2	0.559
ACSL4	SLC40A1	0.472
ACSL4	TFRC	0.657
ACSL4	TP53	0.55
ACSL4	VDAC1	0.437
ACSL4	VDAC2	0.448
ACTB	AGT	0.582
ACTB	AIF1	0.754
ACTB	AKT1	0.923
ACTB	ALB	0.886
ACTB	ALDH1A1	0.548
ACTB	ANXA5	0.95
ACTB	APOE	0.643
ACTB	APP	0.801
ACTB	ATF4	0.548
ACTB	ATF6	0.627
ACTB	ATG12	0.564
ACTB	ATG16L1	0.423
ACTB	ATG3	0.484
ACTB	ATG5	0.742
ACTB	ATG7	0.666
ACTB	ATP5F1A	0.642
ACTB	BACE1	0.596
ACTB	BAX	0.611
ACTB	BCL2	0.885
ACTB	BCL2L1	0.784
ACTB	BDNF	0.71
ACTB	BECN1	0.785
ACTB	BNIP3	0.479
ACTB	CALB1	0.488
ACTB	CALM3	0.636
ACTB	CALML5	0.599
ACTB	CASP1	0.729
ACTB	CASP3	0.989
ACTB	CASP8	0.779
ACTB	CASP9	0.819
ACTB	CCL2	0.697
ACTB	CD63	0.662
ACTB	CD68	0.637
ACTB	CDK5	0.516
ACTB	CHAT	0.43
ACTB	COMT	0.568
ACTB	COX4I1	0.763
ACTB	CREB1	0.696
ACTB	CTNNB1	0.86
ACTB	CTSB	0.547
ACTB	CTSD	0.557
ACTB	CTSS	0.463
ACTB	CYBA	0.501
ACTB	CYBB	0.72
ACTB	CYCS	0.871
ACTB	DDIT3	0.593
ACTB	DLG4	0.673
ACTB	DNAJB1	0.421
ACTB	DNM1L	0.579
ACTB	EGFR	0.839
ACTB	EIF2AK3	0.772
ACTB	ERN1	0.644
ACTB	FADD	0.532
ACTB	FIS1	0.538
ACTB	FOS	0.722
ACTB	FOXO1	0.642
ACTB	FOXO3	0.633
ACTB	FTH1	0.547
ACTB	FTL	0.57
ACTB	GAPDH	0.975
ACTB	GCLC	0.573
ACTB	GCLM	0.525
ACTB	GDNF	0.514
ACTB	GFAP	0.738
ACTB	GPX2	0.593
ACTB	GPX3	0.593
ACTB	GPX4	0.57
ACTB	GPX5	0.591
ACTB	GPX6	0.59
ACTB	GPX7	0.594
ACTB	GPX8	0.594
ACTB	GRIN2B	0.738
ACTB	GSK3B	0.847
ACTB	GSR	0.525
ACTB	HDAC6	0.716
ACTB	HIF1A	0.787
ACTB	HMGB1	0.643
ACTB	HMOX1	0.785
ACTB	HSP90AA1	0.967
ACTB	HSP90AB1	0.911
ACTB	HSPA1B	0.674
ACTB	HSPA4	0.72
ACTB	HSPA5	0.808
ACTB	HSPA8	0.955
ACTB	HSPA9	0.828
ACTB	HSPB1	0.591
ACTB	HSPB2	0.622
ACTB	HSPB3	0.55
ACTB	HTT	0.535
ACTB	ICAM1	0.697
ACTB	IFNG	0.795
ACTB	IL10	0.729
ACTB	IL18	0.593
ACTB	IL1A	0.621
ACTB	IL1B	0.847
ACTB	IL4	0.7
ACTB	IL6	0.847
ACTB	INS	0.801
ACTB	ITPR1	0.439
ACTB	JUN	0.806
ACTB	KEAP1	0.63
ACTB	LAMP1	0.679
ACTB	LAMP2	0.553
ACTB	LGALS3	0.506
ACTB	LRRK2	0.702
ACTB	MAOA	0.444
ACTB	MAOB	0.434
ACTB	MAP1A	0.7
ACTB	MAP1B	0.585
ACTB	MAP1LC3A	0.687
ACTB	MAP1LC3B	0.832
ACTB	MAP1S	0.558
ACTB	MAP2	0.669
ACTB	MAP3K5	0.447
ACTB	MAPK3	0.844
ACTB	MAPK8	0.669
ACTB	MAPT	0.817
ACTB	MBP	0.584
ACTB	MCL1	0.768
ACTB	MFN1	0.531
ACTB	MFN2	0.627
ACTB	MMP9	0.778
ACTB	MPO	0.532
ACTB	MRC1	0.587
ACTB	MTOR	0.752
ACTB	NDUFA9	0.406
ACTB	NEFL	0.441
ACTB	NFE2L2	0.758
ACTB	NFKB1	0.766
ACTB	NFKBIA	0.823
ACTB	NGF	0.585
ACTB	NLRP3	0.61
ACTB	NOS1	0.625
ACTB	NOX1	0.51
ACTB	NOX4	0.596
ACTB	NQO1	0.667
ACTB	NTRK2	0.558
ACTB	OPA1	0.482
ACTB	PARK7	0.45
ACTB	PIK3C3	0.448
ACTB	PINK1	0.547
ACTB	PPARA	0.663
ACTB	PPARG	0.971
ACTB	PPARGC1A	0.725
ACTB	PPIF	0.427
ACTB	PRDX1	0.533
ACTB	PRDX3	0.538
ACTB	PRKCA	0.955
ACTB	PRKN	0.711
ACTB	PRNP	0.436
ACTB	PSEN1	0.477
ACTB	PTEN	0.72
ACTB	PTGS2	0.728
ACTB	PXDN	0.925
ACTB	PXDNL	0.924
ACTB	PYCARD	0.419
ACTB	RBFOX3	0.716
ACTB	RIPK1	0.525
ACTB	RIPK3	0.495
ACTB	S100B	0.492
ACTB	SCARB2	0.611
ACTB	SDHB	0.632
ACTB	SIRT1	0.79
ACTB	SIRT3	0.523
ACTB	SLC11A2	0.4
ACTB	SLC1A2	0.435
ACTB	SLC6A3	0.406
ACTB	SNCA	0.661
ACTB	SOD1	0.658
ACTB	SOD2	0.653
ACTB	SOD2-2	0.638
ACTB	SQSTM1	0.725
ACTB	SRC	0.774
ACTB	STAT3	0.798
ACTB	STUB1	0.565
ACTB	SYN1	0.614
ACTB	SYP	0.62
ACTB	TARDBP	0.529
ACTB	TFAM	0.726
ACTB	TFEB	0.514
ACTB	TFRC	0.761
ACTB	TGFB1	0.773
ACTB	TH	0.596
ACTB	TLR2	0.644
ACTB	TLR4	0.745
ACTB	TNF	0.847
ACTB	TOMM20	0.646
ACTB	TP53	0.879
ACTB	TRAF6	0.603
ACTB	TXN	0.571
ACTB	UCHL1	0.418
ACTB	UCP2	0.506
ACTB	VCP	0.728
ACTB	VDAC1	0.864
ACTB	VDAC2	0.558
ACTB	XBP1	0.634
ACTB	XDH	0.464
AGT	AKT1	0.821
AGT	ALB	0.868
AGT	APOE	0.853
AGT	APP	0.627
AGT	BCL2	0.561
AGT	BDNF	0.606
AGT	CALM3	0.632
AGT	CALML5	0.624
AGT	CASP1	0.454
AGT	CASP3	0.606
AGT	CCL2	0.729
AGT	CD68	0.511
AGT	CREB1	0.511
AGT	CTNNB1	0.492
AGT	CTSB	0.433
AGT	CTSD	0.909
AGT	CTSS	0.493
AGT	CYBA	0.697
AGT	CYBB	0.771
AGT	CYCS	0.514
AGT	EGFR	0.551
AGT	FOS	0.613
AGT	FOXO1	0.435
AGT	FOXO3	0.451
AGT	GAPDH	0.643
AGT	GFAP	0.612
AGT	GPX2	0.539
AGT	GPX3	0.571
AGT	GPX5	0.541
AGT	GPX6	0.547
AGT	GPX7	0.542
AGT	GPX8	0.54
AGT	GSK3B	0.485
AGT	HIF1A	0.634
AGT	HMOX1	0.612
AGT	HSPA5	0.486
AGT	ICAM1	0.659
AGT	IFNG	0.607
AGT	IL10	0.618
AGT	IL18	0.524
AGT	IL1A	0.588
AGT	IL1B	0.731
AGT	IL4	0.653
AGT	IL6	0.788
AGT	INS	0.863
AGT	ITPR1	0.405
AGT	JUN	0.623
AGT	KEAP1	0.415
AGT	LGALS3	0.434
AGT	MAOB	0.405
AGT	MAP3K5	0.771
AGT	MAPK3	0.706
AGT	MAPK8	0.449
AGT	MMP9	0.704
AGT	MPO	0.455
AGT	MTOR	0.531
AGT	NFE2L2	0.504
AGT	NFKB1	0.588
AGT	NFKBIA	0.492
AGT	NLRP3	0.473
AGT	NOS1	0.605
AGT	NOX1	0.715
AGT	NOX4	0.771
AGT	NTRK2	0.511
AGT	PPARA	0.767
AGT	PPARG	0.677
AGT	PPARGC1A	0.558
AGT	PRDX1	0.503
AGT	PRKCA	0.457
AGT	PTEN	0.409
AGT	PTGS2	0.609
AGT	PXDN	0.615
AGT	PXDNL	0.609
AGT	S100B	0.539
AGT	SCARB2	0.469
AGT	SIRT1	0.602
AGT	SIRT3	0.511
AGT	SOD2	0.46
AGT	SOD2-2	0.461
AGT	SRC	0.799
AGT	STAT3	0.805
AGT	TAC1	0.995
AGT	TGFB1	0.812
AGT	TH	0.44
AGT	TLR4	0.866
AGT	TNF	0.856
AGT	TP53	0.605
AGT	TXN	0.621
AGT	UCP2	0.402
AGT	XDH	0.646
AIF1	AKT1	0.51
AIF1	ALB	0.729
AIF1	APOE	0.594
AIF1	APP	0.77
AIF1	BACE1	0.575
AIF1	BCL2	0.467
AIF1	BDNF	0.72
AIF1	CALB1	0.582
AIF1	CALM3	0.489
AIF1	CALML5	0.487
AIF1	CASP1	0.67
AIF1	CASP3	0.698
AIF1	CASP9	0.474
AIF1	CCL2	0.698
AIF1	CD68	0.871
AIF1	CHAT	0.529
AIF1	CREB1	0.465
AIF1	CTSB	0.642
AIF1	CTSD	0.443
AIF1	CTSS	0.562
AIF1	CYBA	0.404
AIF1	CYBB	0.744
AIF1	CYCS	0.421
AIF1	DLG4	0.798
AIF1	FOS	0.547
AIF1	GAPDH	0.75
AIF1	GDNF	0.515
AIF1	GFAP	0.913
AIF1	GRIN2B	0.447
AIF1	GRN	0.418
AIF1	GSK3B	0.428
AIF1	HLA-DRA	0.506
AIF1	HMGB1	0.465
AIF1	HMOX1	0.528
AIF1	HTT	0.412
AIF1	ICAM1	0.478
AIF1	IFNG	0.626
AIF1	IL10	0.705
AIF1	IL18	0.52
AIF1	IL1A	0.558
AIF1	IL1B	0.851
AIF1	IL4	0.589
AIF1	IL6	0.777
AIF1	INS	0.436
AIF1	JUN	0.416
AIF1	LAMP1	0.515
AIF1	LGALS3	0.52
AIF1	MAP2	0.671
AIF1	MAPK3	0.503
AIF1	MAPT	0.587
AIF1	MBP	0.782
AIF1	MMP9	0.535
AIF1	MPO	0.541
AIF1	MRC1	0.758
AIF1	NEFL	0.516
AIF1	NFKB1	0.805
AIF1	NFKBIA	0.499
AIF1	NGF	0.518
AIF1	NLRP3	0.561
AIF1	NTRK2	0.454
AIF1	OPA1	0.42
AIF1	PRNP	0.452
AIF1	PSEN1	0.578
AIF1	PTGS2	0.59
AIF1	PXDN	0.738
AIF1	PXDNL	0.738
AIF1	PYCARD	0.591
AIF1	RBFOX3	0.909
AIF1	S100B	0.706
AIF1	SLC1A2	0.577
AIF1	SLC6A3	0.408
AIF1	SNCA	0.624
AIF1	SOD1	0.587
AIF1	STAT3	0.453
AIF1	SYN1	0.58
AIF1	SYP	0.706
AIF1	TARDBP	0.596
AIF1	TGFB1	0.485
AIF1	TH	0.683
AIF1	TLR2	0.627
AIF1	TLR4	0.722
AIF1	TNF	0.846
AIF1	TREM2	0.752
AKT1	ALB	0.795
AKT1	ALDH1A1	0.575
AKT1	ANXA5	0.821
AKT1	APOE	0.697
AKT1	APP	0.665
AKT1	ATF4	0.826
AKT1	ATF6	0.606
AKT1	ATG12	0.622
AKT1	ATG16L1	0.461
AKT1	ATG3	0.556
AKT1	ATG5	0.772
AKT1	ATG7	0.735
AKT1	BACE1	0.524
AKT1	BAX	0.761
AKT1	BCL2	0.993
AKT1	BCL2L1	0.991
AKT1	BDNF	0.835
AKT1	BECN1	0.918
AKT1	BECN2	0.421
AKT1	BNIP3	0.622
AKT1	BNIP3L	0.438
AKT1	CALM3	0.802
AKT1	CALML5	0.719
AKT1	CASP1	0.617
AKT1	CASP3	0.945
AKT1	CASP8	0.79
AKT1	CASP9	0.989
AKT1	CCL2	0.72
AKT1	CD63	0.568
AKT1	CD68	0.537
AKT1	COMT	0.406
AKT1	COX4I1	0.514
AKT1	CREB1	0.965
AKT1	CTNNB1	0.979
AKT1	CTSB	0.5
AKT1	CTSD	0.482
AKT1	CTSS	0.483
AKT1	CYBA	0.992
AKT1	CYBB	0.994
AKT1	CYCS	0.812
AKT1	DDIT3	0.58
AKT1	DLG4	0.747
AKT1	DNAJB1	0.494
AKT1	DNM1L	0.639
AKT1	DRD2	0.677
AKT1	EGFR	0.792
AKT1	EIF2AK3	0.546
AKT1	FADD	0.583
AKT1	FIS1	0.402
AKT1	FOS	0.746
AKT1	FOXO1	0.999
AKT1	FOXO3	0.998
AKT1	GAPDH	0.911
AKT1	GCLC	0.496
AKT1	GCLM	0.417
AKT1	GDNF	0.592
AKT1	GFAP	0.623
AKT1	GPX2	0.635
AKT1	GPX3	0.635
AKT1	GPX4	0.445
AKT1	GPX5	0.635
AKT1	GPX6	0.635
AKT1	GPX7	0.644
AKT1	GPX8	0.644
AKT1	GRIN2B	0.51
AKT1	GSK3B	0.996
AKT1	GSR	0.542
AKT1	HDAC6	0.712
AKT1	HIF1A	0.932
AKT1	HMGB1	0.598
AKT1	HMOX1	0.796
AKT1	HSP90AA1	0.999
AKT1	HSP90AB1	0.999
AKT1	HSPA1B	0.557
AKT1	HSPA4	0.964
AKT1	HSPA5	0.971
AKT1	HSPA8	0.85
AKT1	HSPA9	0.711
AKT1	HSPB1	0.991
AKT1	HSPB2	0.927
AKT1	HSPB3	0.923
AKT1	HTT	0.664
AKT1	ICAM1	0.704
AKT1	IFNG	0.817
AKT1	IL10	0.731
AKT1	IL18	0.581
AKT1	IL1A	0.666
AKT1	IL1B	0.864
AKT1	IL4	0.699
AKT1	IL6	0.872
AKT1	INS	0.953
AKT1	ITPR1	0.981
AKT1	JUN	0.991
AKT1	KEAP1	0.724
AKT1	LAMP1	0.587
AKT1	LAMP2	0.485
AKT1	LGALS3	0.697
AKT1	MAOA	0.42
AKT1	MAOB	0.418
AKT1	MAP1A	0.611
AKT1	MAP1B	0.59
AKT1	MAP1LC3A	0.615
AKT1	MAP1LC3B	0.738
AKT1	MAP1S	0.596
AKT1	MAP2	0.423
AKT1	MAP3K5	0.985
AKT1	MAPK3	0.957
AKT1	MAPK8	0.706
AKT1	MAPT	0.872
AKT1	MBP	0.456
AKT1	MCL1	0.867
AKT1	MFN1	0.422
AKT1	MFN2	0.534
AKT1	MMP9	0.827
AKT1	MPO	0.546
AKT1	MRC1	0.482
AKT1	MTOR	0.999
AKT1	NCOA4	0.42
AKT1	NFE2L2	0.923
AKT1	NFKB1	0.896
AKT1	NFKBIA	0.849
AKT1	NGF	0.818
AKT1	NLRP3	0.569
AKT1	NOS1	0.953
AKT1	NOX1	0.949
AKT1	NOX4	0.686
AKT1	NQO1	0.706
AKT1	PARK7	0.656
AKT1	PIK3C3	0.78
AKT1	PINK1	0.677
AKT1	PPARA	0.7
AKT1	PPARG	0.79
AKT1	PPARGC1A	0.756
AKT1	PPIF	0.487
AKT1	PRDX1	0.439
AKT1	PRKN	0.528
AKT1	PRNP	0.424
AKT1	PSEN1	0.521
AKT1	PTEN	0.988
AKT1	PTGS2	0.775
AKT1	PXDN	0.876
AKT1	PXDNL	0.875
AKT1	RBFOX3	0.549
AKT1	RET	0.415
AKT1	RIPK1	0.556
AKT1	S100B	0.418
AKT1	SCARB2	0.588
AKT1	SDHB	0.519
AKT1	SIRT1	0.873
AKT1	SIRT3	0.627
AKT1	SLC1A2	0.412
AKT1	SLC6A3	0.407
AKT1	SNCA	0.661
AKT1	SOD1	0.568
AKT1	SOD2	0.631
AKT1	SOD2-2	0.629
AKT1	SQSTM1	0.672
AKT1	SRC	0.995
AKT1	STAT3	0.966
AKT1	STUB1	0.861
AKT1	SYN1	0.466
AKT1	SYP	0.511
AKT1	TAC1	0.436
AKT1	TFAM	0.57
AKT1	TFEB	0.582
AKT1	TFRC	0.516
AKT1	TGFB1	0.868
AKT1	TH	0.515
AKT1	TLR2	0.704
AKT1	TLR4	0.769
AKT1	TNF	0.907
AKT1	TP53	0.994
AKT1	TRAF2	0.671
AKT1	TRAF6	0.954
AKT1	TXN	0.765
AKT1	UCHL1	0.488
AKT1	UCP2	0.517
AKT1	VCP	0.735
AKT1	VDAC1	0.54
AKT1	XBP1	0.739
AKT1	XDH	0.546
ALB	ALDH1A1	0.445
ALB	ANXA5	0.786
ALB	APOE	0.953
ALB	APP	0.901
ALB	ATF6	0.508
ALB	ATG5	0.543
ALB	ATG7	0.477
ALB	BACE1	0.454
ALB	BAX	0.446
ALB	BCL2	0.748
ALB	BCL2L1	0.572
ALB	BDNF	0.684
ALB	BECN1	0.59
ALB	BNIP3	0.42
ALB	CALB1	0.561
ALB	CALM3	0.789
ALB	CALML5	0.794
ALB	CASP1	0.611
ALB	CASP3	0.815
ALB	CASP8	0.595
ALB	CASP9	0.634
ALB	CCL2	0.739
ALB	CD63	0.739
ALB	CD68	0.727
ALB	CHAT	0.507
ALB	COX4I1	0.532
ALB	CREB1	0.608
ALB	CTNNB1	0.709
ALB	CTSB	0.606
ALB	CTSD	0.547
ALB	CTSS	0.522
ALB	CYBB	0.553
ALB	CYCS	0.986
ALB	DDIT3	0.46
ALB	DLG4	0.555
ALB	DNM1L	0.416
ALB	EGFR	0.808
ALB	EIF2AK3	0.583
ALB	ERN1	0.452
ALB	FOS	0.621
ALB	FOXO1	0.511
ALB	FOXO3	0.452
ALB	FTH1	0.72
ALB	GAPDH	0.895
ALB	GBA	0.479
ALB	GDNF	0.584
ALB	GFAP	0.771
ALB	GPX2	0.721
ALB	GPX3	0.716
ALB	GPX4	0.425
ALB	GPX5	0.713
ALB	GPX6	0.713
ALB	GPX7	0.71
ALB	GPX8	0.723
ALB	GRIN2B	0.436
ALB	GSK3B	0.674
ALB	GSR	0.589
ALB	HIF1A	0.642
ALB	HMGB1	0.553
ALB	HMOX1	0.683
ALB	HSP90AA1	0.584
ALB	HSP90AB1	0.583
ALB	HSPA1B	0.408
ALB	HSPA4	0.742
ALB	HSPA5	0.687
ALB	HSPA8	0.712
ALB	HSPA9	0.447
ALB	HSPB1	0.687
ALB	HSPB2	0.617
ALB	HSPB3	0.626
ALB	HTT	0.447
ALB	ICAM1	0.709
ALB	IFNG	0.866
ALB	IL10	0.847
ALB	IL18	0.63
ALB	IL1A	0.725
ALB	IL1B	0.836
ALB	IL4	0.725
ALB	IL6	0.926
ALB	INS	0.999
ALB	JUN	0.697
ALB	KEAP1	0.532
ALB	LAMP1	0.65
ALB	LAMP2	0.507
ALB	LGALS3	0.77
ALB	LRRK2	0.431
ALB	MAOA	0.406
ALB	MAOB	0.434
ALB	MAP1A	0.487
ALB	MAP1B	0.449
ALB	MAP1LC3A	0.532
ALB	MAP1LC3B	0.667
ALB	MAP1S	0.422
ALB	MAP2	0.613
ALB	MAPK3	0.697
ALB	MAPK8	0.526
ALB	MAPT	0.54
ALB	MBP	0.649
ALB	MCL1	0.446
ALB	MFN2	0.455
ALB	MMP9	0.745
ALB	MPO	0.887
ALB	MRC1	0.721
ALB	MTOR	0.628
ALB	NEFL	0.534
ALB	NFE2L2	0.59
ALB	NFKB1	0.621
ALB	NFKBIA	0.624
ALB	NGF	0.763
ALB	NLRP3	0.481
ALB	NOS1	0.484
ALB	NOX1	0.455
ALB	NOX4	0.551
ALB	NQO1	0.529
ALB	NTRK2	0.426
ALB	OPA1	0.568
ALB	PARK7	0.597
ALB	PINK1	0.438
ALB	PPARA	0.751
ALB	PPARG	0.682
ALB	PPARGC1A	0.599
ALB	PRDX1	0.56
ALB	PRKCA	0.468
ALB	PRKN	0.48
ALB	PRNP	0.466
ALB	PSEN1	0.43
ALB	PTEN	0.607
ALB	PTGS2	0.772
ALB	PXDN	0.938
ALB	PXDNL	0.937
ALB	RBFOX3	0.728
ALB	RET	0.429
ALB	S100B	0.585
ALB	SCARB2	0.596
ALB	SDHB	0.452
ALB	SIRT1	0.611
ALB	SIRT3	0.423
ALB	SLC1A2	0.428
ALB	SLC40A1	0.515
ALB	SLC6A3	0.4
ALB	SNCA	0.603
ALB	SOD1	0.623
ALB	SOD2	0.521
ALB	SOD2-2	0.497
ALB	SQSTM1	0.52
ALB	SRC	0.655
ALB	STAT3	0.694
ALB	SYN1	0.516
ALB	SYP	0.587
ALB	TAC1	0.603
ALB	TFAM	0.444
ALB	TFRC	0.88
ALB	TGFB1	0.784
ALB	TH	0.601
ALB	TLR2	0.733
ALB	TLR4	0.821
ALB	TNF	0.87
ALB	TOMM20	0.548
ALB	TP53	0.722
ALB	TRAF6	0.404
ALB	TXN	0.617
ALB	UCHL1	0.631
ALB	UCP2	0.443
ALB	VCP	0.593
ALB	VDAC1	0.512
ALB	XBP1	0.471
ALB	XDH	0.605
ALDH1A1	ANXA5	0.432
ALDH1A1	BCL2	0.457
ALDH1A1	CASP3	0.411
ALDH1A1	CAT	0.414
ALDH1A1	CTNNB1	0.738
ALDH1A1	DDC	0.468
ALDH1A1	EGFR	0.582
ALDH1A1	GAPDH	0.622
ALDH1A1	HIF1A	0.451
ALDH1A1	IL6	0.433
ALDH1A1	INS	0.42
ALDH1A1	MAOA	0.445
ALDH1A1	MAOB	0.467
ALDH1A1	MMP9	0.408
ALDH1A1	NFKB1	0.406
ALDH1A1	PTEN	0.454
ALDH1A1	PTGS2	0.407
ALDH1A1	PXDN	0.529
ALDH1A1	PXDNL	0.527
ALDH1A1	SDHB	0.486
ALDH1A1	SLC1A2	0.505
ALDH1A1	SRC	0.41
ALDH1A1	STAT3	0.544
ALDH1A1	TP53	0.541
ANXA5	APOE	0.437
ANXA5	APP	0.651
ANXA5	ATF4	0.443
ANXA5	ATF6	0.551
ANXA5	ATG12	0.435
ANXA5	ATG3	0.401
ANXA5	ATG5	0.622
ANXA5	ATG7	0.562
ANXA5	BAX	0.649
ANXA5	BCL2	0.899
ANXA5	BCL2L1	0.796
ANXA5	BECN1	0.678
ANXA5	BNIP3	0.413
ANXA5	CASP1	0.62
ANXA5	CASP3	0.921
ANXA5	CASP8	0.842
ANXA5	CASP9	0.885
ANXA5	CCL2	0.539
ANXA5	CD63	0.818
ANXA5	CD68	0.499
ANXA5	COX4I1	0.583
ANXA5	CREB1	0.433
ANXA5	CTNNB1	0.694
ANXA5	CTSB	0.515
ANXA5	CTSD	0.414
ANXA5	CTSS	0.449
ANXA5	CYBB	0.426
ANXA5	CYCS	0.841
ANXA5	DDIT3	0.572
ANXA5	EGFR	0.745
ANXA5	EIF2AK3	0.652
ANXA5	ERN1	0.529
ANXA5	FADD	0.615
ANXA5	FOS	0.426
ANXA5	FOXO1	0.465
ANXA5	FOXO3	0.523
ANXA5	GAPDH	0.943
ANXA5	GFAP	0.624
ANXA5	GPX2	0.466
ANXA5	GPX3	0.48
ANXA5	GPX4	0.41
ANXA5	GPX5	0.475
ANXA5	GPX6	0.475
ANXA5	GPX7	0.483
ANXA5	GPX8	0.555
ANXA5	GSK3B	0.598
ANXA5	HIF1A	0.639
ANXA5	HMGB1	0.476
ANXA5	HMOX1	0.627
ANXA5	HSP90AA1	0.599
ANXA5	HSP90AB1	0.598
ANXA5	HSPA4	0.741
ANXA5	HSPA5	0.679
ANXA5	HSPA8	0.44
ANXA5	HSPB1	0.51
ANXA5	HSPB2	0.446
ANXA5	HSPB3	0.434
ANXA5	ICAM1	0.591
ANXA5	IFNG	0.716
ANXA5	IL10	0.621
ANXA5	IL18	0.428
ANXA5	IL1A	0.461
ANXA5	IL1B	0.716
ANXA5	IL4	0.599
ANXA5	IL6	0.75
ANXA5	INS	0.645
ANXA5	JUN	0.63
ANXA5	KEAP1	0.469
ANXA5	LAMP1	0.602
ANXA5	LAMP2	0.415
ANXA5	LGALS3	0.477
ANXA5	MAP1A	0.541
ANXA5	MAP1B	0.487
ANXA5	MAP1LC3A	0.545
ANXA5	MAP1LC3B	0.687
ANXA5	MAP1S	0.507
ANXA5	MAP3K5	0.4
ANXA5	MAPK3	0.697
ANXA5	MAPK8	0.519
ANXA5	MAPT	0.642
ANXA5	MCL1	0.751
ANXA5	MMP9	0.662
ANXA5	MPO	0.426
ANXA5	MRC1	0.448
ANXA5	MTOR	0.609
ANXA5	NFE2L2	0.499
ANXA5	NFKB1	0.609
ANXA5	NFKBIA	0.631
ANXA5	NQO1	0.477
ANXA5	PPARG	0.507
ANXA5	PRDX1	0.441
ANXA5	PRNP	0.416
ANXA5	PTEN	0.661
ANXA5	PTGS2	0.532
ANXA5	PXDN	0.888
ANXA5	PXDNL	0.888
ANXA5	RIPK1	0.545
ANXA5	RIPK3	0.486
ANXA5	SCARB2	0.456
ANXA5	SDHB	0.42
ANXA5	SIRT1	0.543
ANXA5	SOD1	0.846
ANXA5	SOD2	0.473
ANXA5	SOD2-2	0.457
ANXA5	SQSTM1	0.54
ANXA5	SRC	0.736
ANXA5	STAT3	0.73
ANXA5	TFRC	0.528
ANXA5	TGFB1	0.624
ANXA5	TLR2	0.45
ANXA5	TLR4	0.582
ANXA5	TNF	0.758
ANXA5	TOMM20	0.417
ANXA5	TP53	0.818
ANXA5	TXN	0.478
ANXA5	VDAC1	0.481
ANXA5	XBP1	0.539
APOE	APP	0.999
APOE	ATF4	0.478
APOE	ATF6	0.525
APOE	BACE1	0.785
APOE	BCL2	0.491
APOE	BDNF	0.831
APOE	C9orf72	0.541
APOE	CALM3	0.4
APOE	CASP1	0.517
APOE	CASP3	0.614
APOE	CCL2	0.746
APOE	CD63	0.421
APOE	CD68	0.843
APOE	CDK5	0.631
APOE	CHAT	0.446
APOE	COMT	0.634
APOE	CREB1	0.474
APOE	CTNNB1	0.681
APOE	CTSB	0.699
APOE	CTSD	0.763
APOE	CTSS	0.531
APOE	CYBA	0.476
APOE	CYBB	0.594
APOE	CYCS	0.418
APOE	DLG4	0.49
APOE	EGFR	0.608
APOE	FOS	0.413
APOE	FOXO1	0.401
APOE	FOXO3	0.447
APOE	GAPDH	0.636
APOE	GBA	0.659
APOE	GFAP	0.644
APOE	GPX2	0.676
APOE	GPX3	0.715
APOE	GPX4	0.421
APOE	GPX5	0.664
APOE	GPX6	0.663
APOE	GPX7	0.664
APOE	GPX8	0.663
APOE	GRIN2B	0.418
APOE	GRN	0.575
APOE	GSK3B	0.703
